"label","sysrev_id","title","include","matches"
"ref_046",95440315,"Vulnerability assessment of coastal fisher households in Kerala: A climate change perspective",FALSE,"Vulnerability assessment of coastal fisher households in Kerala: A climate change perspective"
"ref_047",95440316,"Towards Integration of Climate Disaster Risk and Waste Management: A Case Study of Urban and Rural Coastal Communities in the Philippines",FALSE,"Towards Integration of Climate Disaster Risk and Waste Management: A Case Study of Urban and Rural Coastal Communities in the Philippines"
"ref_048",95440317,"Insight and explore farming adaptation measures to support sustainable development goal 2 in the southwest coastal region of Bangladesh",TRUE,"Insight and explore farming adaptation measures to support sustainable development goal 2 in the southwest coastal region of Bangladesh"
"ref_049",95440318,"An Oceania Urban Design Agenda Linking Ecosystem Services, Nature-Based Solutions, Traditional Ecological Knowledge and Wellbeing",FALSE,"An Oceania Urban Design Agenda Linking Ecosystem Services, Nature-Based Solutions, Traditional Ecological Knowledge and Wellbeing"
"ref_050",95440319,"Local practices and production confer resilience to rural Pacific food systems during the COVID-19 pandemic",FALSE,"Local practices and production confer resilience to rural Pacific food systems during the COVID-19 pandemic"
"ref_051",95440320,"All That Is Solid Melts into the Bay: Anticipatory Ruination and Climate Change Adaptation",TRUE,"All That Is Solid Melts into the Bay: Anticipatory Ruination and Climate Change Adaptation"
"ref_052",95440321,"A review of adaptation options in fisheries management to support resilience and transition under socio-ecological change",FALSE,"A review of adaptation options in fisheries management to support resilience and transition under socio-ecological change"
"ref_053",95440322,"Aquaculture Adaptation to Climate Change in Vietnam's Mekong Delta",TRUE,"Aquaculture Adaptation to Climate Change in Vietnam's Mekong Delta"
"ref_054",95440323,"Sustainable ``Seafood{''} Ecolabeling and Awareness Initiatives in the Context of Inland Fisheries: Increasing Food Security and Protecting Ecosystems",FALSE,"Sustainable ``Seafood{''} Ecolabeling and Awareness Initiatives in the Context of Inland Fisheries: Increasing Food Security and Protecting Ecosystems"
"ref_055",95440324,"Salt farmer's adaptation strategy facing climate change (case study in Pati Regency)",FALSE,"Salt farmer's adaptation strategy facing climate change (case study in Pati Regency)"
"ref_056",95440325,"Analysing the variation in farmersâ€™ perceptions of climate change impacts on crop production and adaptation measures across the Gangesâ€™ Tidal Floodplain in Bangladesh",TRUE,"Analysing the variation in farmersâ€™ perceptions of climate change impacts on crop production and adaptation measures across the Gangesâ€™ Tidal Floodplain in Bangladesh"
"ref_057",95440326,"Empowering small-scale, community-based fisheries through a food systems framework",TRUE,"Empowering small-scale, community-based fisheries through a food systems framework"
"ref_058",95440327,"Resilience strategies in the face of short- and long-term change: out-migration and fisheries regulation in Alaskan fishing communities",TRUE,"Resilience strategies in the face of short- and long-term change: out-migration and fisheries regulation in Alaskan fishing communities"
"ref_059",95440328,"Climate Change: Vulnerability and Resilience in Commercial Shrimp Aquaculture in Bangladesh",FALSE,"Climate Change: Vulnerability and Resilience in Commercial Shrimp Aquaculture in Bangladesh"
"ref_060",95440329,"Fisheries management approaches as platforms for climate change adaptation: Comparing theory and practice in Australian fisheries",TRUE,"Fisheries management approaches as platforms for climate change adaptation: Comparing theory and practice in Australian fisheries"
"ref_061",95440330,"Using a social-ecological systems perspective to identify context specific actions to build resilience in small scale fisheries in Mexico",TRUE,"Using a social-ecological systems perspective to identify context specific actions to build resilience in small scale fisheries in Mexico"
"ref_062",95440331,"Crop diversification in southwest coastal Bangladesh: insights into farming adaptation",TRUE,"Crop diversification in southwest coastal Bangladesh: insights into farming adaptation"
"ref_063",95440332,"Impact of a fishing moratorium on a tuna pole-and-line fishery in eastern Indonesia",FALSE,"Impact of a fishing moratorium on a tuna pole-and-line fishery in eastern Indonesia"
"ref_064",95440333,"Challenges for the Development of Resilient Coastal Area Program in Timbulsloko Village Sayung District Demak Regency",FALSE,"Challenges for the Development of Resilient Coastal Area Program in Timbulsloko Village Sayung District Demak Regency"
"ref_065",95440334,"Community perceptions of climate change and ecosystem-based adaptation in the mangrove ecosystem of the Rufiji Delta, Tanzania",TRUE,"Community perceptions of climate change and ecosystem-based adaptation in the mangrove ecosystem of the Rufiji Delta, Tanzania"
"ref_066",95440335,"Adaptation to Impacts of Climate Change on the Food and Nutrition Security Status of a Small Island Developing State: The Case of the Republic of Seychelles",FALSE,"Adaptation to Impacts of Climate Change on the Food and Nutrition Security Status of a Small Island Developing State: The Case of the Republic of Seychelles"
"ref_067",95440336,"Drivers of Adaptive Capacity to Climate Change in Coastal Fishing Communities of Tabasco, Mexico",FALSE,"Drivers of Adaptive Capacity to Climate Change in Coastal Fishing Communities of Tabasco, Mexico"
"ref_068",95440337,"Indigenous coping and adaptation strategies to climate change of local communities in Tanzania: a review",FALSE,"Indigenous coping and adaptation strategies to climate change of local communities in Tanzania: a review"
"ref_069",95440338,"Are coastal communities able to pay for the protection of fish resources impacted by climate change?",FALSE,"Are coastal communities able to pay for the protection of fish resources impacted by climate change?"
"ref_070",95440339,"Awareness of sea-level response under climate change on the coast of Ghana",FALSE,"Awareness of sea-level response under climate change on the coast of Ghana"
"ref_071",95440340,"Changing storminess and global capture fisheries",FALSE,"Changing storminess and global capture fisheries"
"ref_072",95440341,"Capital assets underpinning economic well-being - The example of whale ecosystem services in Arctic coastal communities",FALSE,"Capital assets underpinning economic well-being - The example of whale ecosystem services in Arctic coastal communities"
"ref_073",95440342,"Shifting baselines of disaster mitigation",FALSE,"Shifting baselines of disaster mitigation"
"ref_074",95440343,"Community-based and co-management institutions for sustainable coastal fisheries management in Southeast Asia",FALSE,"Community-based and co-management institutions for sustainable coastal fisheries management in Southeast Asia"
"ref_075",95440344,"Potential impacts of climate change on agriculture and fisheries production in 72 tropical coastal communities",FALSE,"Potential impacts of climate change on agriculture and fisheries production in 72 tropical coastal communities"
"ref_076",95440345,"Climate change adaptation and the African fisheries: evidence from the UNFCCC National Communications",TRUE,"Climate change adaptation and the African fisheries: evidence from the UNFCCC National Communications"
"ref_077",95440346,"Livelihood Diversification as a Climate Change Coping Strategy Adopted by Small-Scale Fishers of Bangladesh",TRUE,"Livelihood Diversification as a Climate Change Coping Strategy Adopted by Small-Scale Fishers of Bangladesh"
"ref_078",95440347,"Perceptions of climate change risks and resilient island planning in the Maldives",TRUE,"Perceptions of climate change risks and resilient island planning in the Maldives"
"ref_079",95440348,"Lagged social-ecological responses to climate and range shifts in fisheries",TRUE,"Lagged social-ecological responses to climate and range shifts in fisheries"
"ref_080",95440349,"Coastal Poverty, Resource-Dependent Livelihood, Climate Change, and Adaptation: An Empirical Study in Indian Coastal Sunderbans",TRUE,"Coastal Poverty, Resource-Dependent Livelihood, Climate Change, and Adaptation: An Empirical Study in Indian Coastal Sunderbans"
"ref_081",95440350,"Adaptation strategies of small-scale fisheries within changing market and regulatory conditions in the EU",FALSE,"Adaptation strategies of small-scale fisheries within changing market and regulatory conditions in the EU"
"ref_082",95440351,"Adapting to Saline Intrusion: Empirical Insights from Two Coastal Areas in the Vietnamese Mekong Delta",TRUE,"Adapting to Saline Intrusion: Empirical Insights from Two Coastal Areas in the Vietnamese Mekong Delta"
"ref_083",95440352,"A systematic study of climate change impact on fish and fisheries sector in Bangladesh and role of Geospatial science in mitigation",FALSE,"A systematic study of climate change impact on fish and fisheries sector in Bangladesh and role of Geospatial science in mitigation"
"ref_084",95440353,"Equity in a sea of debt: how better understanding of small-scale fisheries can help reel in sustainable seafood",TRUE,"Equity in a sea of debt: how better understanding of small-scale fisheries can help reel in sustainable seafood"
"ref_085",95440354,"SALINITY-INDUCED LIVELIHOOD STRESS IN COASTAL REGION OF BANGLADESH",FALSE,"SALINITY-INDUCED LIVELIHOOD STRESS IN COASTAL REGION OF BANGLADESH"
"ref_086",95440355,"Can Local Institutions Help Sustain Livelihoods in an Era of Fish Declines and Persistent Environmental Change? A Cambodian Case Study",TRUE,"Can Local Institutions Help Sustain Livelihoods in an Era of Fish Declines and Persistent Environmental Change? A Cambodian Case Study"
"ref_087",95440356,"Migrating to tackle climate variability and change? Insights from coastal fishing communities in Bangladesh",TRUE,"Migrating to tackle climate variability and change? Insights from coastal fishing communities in Bangladesh"
"ref_088",95440357,"Coastal household adaptation cost requirements to sea level rise impacts",TRUE,"Coastal household adaptation cost requirements to sea level rise impacts"
"ref_090",95440359,"The Neoliberal Reorganization of the Greenlandic Coastal Greenland Halibut Fishery in an Era of Climate and Governance Change",TRUE,"The Neoliberal Reorganization of the Greenlandic Coastal Greenland Halibut Fishery in an Era of Climate and Governance Change"
"ref_091",95440360,"Sustainable coasts? Perceptions of change and livelihood vulnerability in Nordland, Norway",FALSE,"Sustainable coasts? Perceptions of change and livelihood vulnerability in Nordland, Norway"
"ref_092",95440361,"The Landscape of Leadership in Environmental Governance: a Case Study from Solomon Islands",FALSE,"The Landscape of Leadership in Environmental Governance: a Case Study from Solomon Islands"
"ref_093",95440362,"Sustaining healthy diets in times of change: linking climate hazards, food systems and nutrition security in rural communities of the Fiji Islands",TRUE,"Sustaining healthy diets in times of change: linking climate hazards, food systems and nutrition security in rural communities of the Fiji Islands"
"ref_094",95440363,"Building blocks for social-ecological transformations: identifying and building on governance successes for small-scale fisheries",FALSE,"Building blocks for social-ecological transformations: identifying and building on governance successes for small-scale fisheries"
"ref_095",95440364,"Impact of Climate Change and Land Use on Groundwater Salinization in Southern Bangladesh-Implications for Other Asian Deltas",FALSE,"Impact of Climate Change and Land Use on Groundwater Salinization in Southern Bangladesh-Implications for Other Asian Deltas"
"ref_096",95440365,"Economic Analysis of the Potential Impact Climate Change in Fisheries",TRUE,"Economic Analysis of the Potential Impact Climate Change in Fisheries"
"ref_097",95440366,"Analysis of Ocean-Space and Sea-Level Rise Policy in Two Coastal Cities",FALSE,"Analysis of Ocean-Space and Sea-Level Rise Policy in Two Coastal Cities"
"ref_098",95440367,"Assessing countries' social-ecological resilience to shifting marine commercial species",FALSE,"Assessing countries' social-ecological resilience to shifting marine commercial species"
"ref_099",95440368,"ADAPTATION STRATEGY FOR THE MUNICIPALITY OF LA PAZ, MEXICO: MULTICRITERIA AND COST-BENEFIT ANALYSIS",FALSE,"ADAPTATION STRATEGY FOR THE MUNICIPALITY OF LA PAZ, MEXICO: MULTICRITERIA AND COST-BENEFIT ANALYSIS"
"ref_100",95440369,"Exploring coastal development scenarios for Zanzibar: A local microcosm inspired Delphi survey",FALSE,"Exploring coastal development scenarios for Zanzibar: A local microcosm inspired Delphi survey"
"ref_101",95440370,"ECOLOGICAL SITUATION AND PROTECTION OF CHINA'S COASTAL AREAS",FALSE,"ECOLOGICAL SITUATION AND PROTECTION OF CHINA'S COASTAL AREAS"
"ref_102",95440371,"Coping with climate variability and non-climate stressors in the West African Oyster (Crassostrea tulipa) fishery in coastal Ghana",TRUE,"Coping with climate variability and non-climate stressors in the West African Oyster (Crassostrea tulipa) fishery in coastal Ghana"
"ref_103",95440372,"Threatening ""white gold"": Impacts of climate change on shrimp farming in coastal Bangladesh",FALSE,"Threatening ""white gold"": Impacts of climate change on shrimp farming in coastal Bangladesh"
"ref_104",95440373,"An Assessment of How Australian Fisheries Management Plans Account for Climate Change Impacts",TRUE,"An Assessment of How Australian Fisheries Management Plans Account for Climate Change Impacts"
"ref_105",95440374,"Transnational Municipal Networks as a Mechanism for Marine Governance Toward Climate Change Adaptation and Mitigation: Between Potential and Practice",TRUE,"Transnational Municipal Networks as a Mechanism for Marine Governance Toward Climate Change Adaptation and Mitigation: Between Potential and Practice"
"ref_106",95440375,"Impact of Tropical Cyclone Winston on women mud crab fishers in Fiji",TRUE,"Impact of Tropical Cyclone Winston on women mud crab fishers in Fiji"
"ref_107",95440376,"Sea Change: Using Citizen Science to Inform Fisheries Management",FALSE,"Sea Change: Using Citizen Science to Inform Fisheries Management"
"ref_108",95440377,"Climate adaptation in the market squid fishery: fishermen responses to past variability associated with El Nino Southern Oscillation cycles inform our understanding of adaptive capacity in the face of future climate change",TRUE,"Climate adaptation in the market squid fishery: fishermen responses to past variability associated with El Nino Southern Oscillation cycles inform our understanding of adaptive capacity in the face of future climate change"
"ref_109",95440378,"Assessment of Social Vulnerability to Climate Change and Its Disaster Prevention in Pingtung County",FALSE,"Assessment of Social Vulnerability to Climate Change and Its Disaster Prevention in Pingtung County"
"ref_110",95440379,"A comparative study between mainland and islander small-scale fishermen's adaptation towards climate change",TRUE,"A comparative study between mainland and islander small-scale fishermen's adaptation towards climate change"
"ref_111",95440380,"Attitudes and perceptions of villagers toward community-based mariculture in Minahasa, North Sulawesi, Indonesia",FALSE,"Attitudes and perceptions of villagers toward community-based mariculture in Minahasa, North Sulawesi, Indonesia"
"ref_112",95440381,"In-Situ Adaptation and Coastal Vulnerabilities in Ghana and Tanzania",TRUE,"In-Situ Adaptation and Coastal Vulnerabilities in Ghana and Tanzania"
"ref_113",95440382,"Collaboration a solution for small island developing states to address food security and economic development in the face of climate change",TRUE,"Collaboration a solution for small island developing states to address food security and economic development in the face of climate change"
"ref_114",95440383,"Small Scale Fisheries Management: Lessons from Cockle Harvesters in Nicaragua and Tanzania",FALSE,"Small Scale Fisheries Management: Lessons from Cockle Harvesters in Nicaragua and Tanzania"
"ref_115",95440384,"Estimating costs of adaptation to climate change",TRUE,"Estimating costs of adaptation to climate change"
"ref_116",95440385,"Climate Change Impacts on a Tropical Fishery Ecosystem: Implications and Societal Responses",TRUE,"Climate Change Impacts on a Tropical Fishery Ecosystem: Implications and Societal Responses"
"ref_117",95440386,"Vulnerability index and climate change: An analysis in Cuddalore District of Tamil Nadu, India",FALSE,"Vulnerability index and climate change: An analysis in Cuddalore District of Tamil Nadu, India"
"ref_118",95440387,"Coping Strategies to Deal with Environmental Variability and Extreme Climatic Events in the Peruvian Anchovy Fishery",TRUE,"Coping Strategies to Deal with Environmental Variability and Extreme Climatic Events in the Peruvian Anchovy Fishery"
"ref_119",95440388,"Stewardship and Sustainable Practices in Small-Scale Fisheries",FALSE,"Stewardship and Sustainable Practices in Small-Scale Fisheries"
"ref_120",95440389,"Social and economic challenges to community-based sea cucumber mariculture development in New Ireland Province, Papua New Guinea",FALSE,"Social and economic challenges to community-based sea cucumber mariculture development in New Ireland Province, Papua New Guinea"
"ref_121",95440390,"Adaptation to climate-change effects on fisheries in the Shiretoko World Natural Heritage area, Japan",FALSE,"Adaptation to climate-change effects on fisheries in the Shiretoko World Natural Heritage area, Japan"
"ref_122",95440391,"Emerging response options and scenarios of slow onset events related to climate change in Southeast Asia",FALSE,"Emerging response options and scenarios of slow onset events related to climate change in Southeast Asia"
"ref_123",95440392,"Social perceptions of coastal hazards in the Anlo Beach Community in the Western Region of Ghana",FALSE,"Social perceptions of coastal hazards in the Anlo Beach Community in the Western Region of Ghana"
"ref_124",95440393,"``Disasters threaten livelihoods, and people cope, adapt and make transformational changes{''}: Community resilience and livelihoods reconstruction in coastal communities of Bangladesh",TRUE,"``Disasters threaten livelihoods, and people cope, adapt and make transformational changes{''}: Community resilience and livelihoods reconstruction in coastal communities of Bangladesh"
"ref_125",95440394,"Southward re-distribution of tropical tuna fisheries activity can be explained by technological and management change",TRUE,"Southward re-distribution of tropical tuna fisheries activity can be explained by technological and management change"
"ref_126",95440395,"Climate change vulnerability and adaptation in resource dependent communities: a case study from West Greenland",TRUE,"Climate change vulnerability and adaptation in resource dependent communities: a case study from West Greenland"
"ref_127",95440396,"Sustainable development of climate-resilient aquaculture and culture-based fisheries through adaptation of abiotic stresses: a review",FALSE,"Sustainable development of climate-resilient aquaculture and culture-based fisheries through adaptation of abiotic stresses: a review"
"ref_128",95440397,"Sustainable Livelihood for Displaced Rohingyas and Their Resilience at Bhashan Char in Bangladesh",FALSE,"Sustainable Livelihood for Displaced Rohingyas and Their Resilience at Bhashan Char in Bangladesh"
"ref_129",95440398,"Tourism-Based Alternative Livelihoods for Small Island Communities Transitioning towards a Blue Economy",FALSE,"Tourism-Based Alternative Livelihoods for Small Island Communities Transitioning towards a Blue Economy"
"ref_130",95440399,"Coastal livelihood vulnerability to marine resource degradation: A review of the Indonesian national coastal and marine policy framework",FALSE,"Coastal livelihood vulnerability to marine resource degradation: A review of the Indonesian national coastal and marine policy framework"
"ref_132",95440401,"Institutions and institutional changes: aquatic food production in Central Luzon, Philippines",TRUE,"Institutions and institutional changes: aquatic food production in Central Luzon, Philippines"
"ref_133",95440402,"Rehabilitating coastal agriculture and aquaculture after inundation events: Spatial analysis of livelihood recovery in post-tsunami Aceh, Indonesia",FALSE,"Rehabilitating coastal agriculture and aquaculture after inundation events: Spatial analysis of livelihood recovery in post-tsunami Aceh, Indonesia"
"ref_134",95440403,"European policies and legislation targeting ocean acidification in european waters - Current state",TRUE,"European policies and legislation targeting ocean acidification in european waters - Current state"
"ref_135",95440404,"Integrating property rights into fisheries management: The case of Belize's journey to managed access",FALSE,"Integrating property rights into fisheries management: The case of Belize's journey to managed access"
"ref_136",95440405,"Shoreline change and community-based climate change adaptation: Lessons learnt from Brebes Regency, Indonesia",FALSE,"Shoreline change and community-based climate change adaptation: Lessons learnt from Brebes Regency, Indonesia"
"ref_137",95440406,"How climate compatible are livelihood adaptation strategies and development programs in rural Indonesia?",TRUE,"How climate compatible are livelihood adaptation strategies and development programs in rural Indonesia?"
"ref_138",95440407,"Aligning bottom-up initiatives and top-down policies? A comparative analysis of overfishing and coastal governance in Ghana, Tanzania, the Philippines, and Thailand",TRUE,"Aligning bottom-up initiatives and top-down policies? A comparative analysis of overfishing and coastal governance in Ghana, Tanzania, the Philippines, and Thailand"
"ref_139",95440408,"Perceptions of Marine Environmental Issues by Saudi Citizens",FALSE,"Perceptions of Marine Environmental Issues by Saudi Citizens"
"ref_140",95440409,"LIVELIHOOD DIVERSIFICATION THROUGH TOURISM: IDENTITY, WELL-BEING, AND POTENTIAL IN RURAL COASTAL COMMUNITIES",TRUE,"LIVELIHOOD DIVERSIFICATION THROUGH TOURISM: IDENTITY, WELL-BEING, AND POTENTIAL IN RURAL COASTAL COMMUNITIES"
"ref_141",95440410,"The Localization of Actions for Climate Change Adaptation: A Case Study of Post-Morakot Reconstruction in Coastal Taiwan",TRUE,"The Localization of Actions for Climate Change Adaptation: A Case Study of Post-Morakot Reconstruction in Coastal Taiwan"
"ref_142",95440411,"Understanding the limitations of current RFMO climate change adaptation strategies: the case of the IATTC and the Eastern Pacific Ocean",TRUE,"Understanding the limitations of current RFMO climate change adaptation strategies: the case of the IATTC and the Eastern Pacific Ocean"
"ref_143",95440412,"Climate Change Adaptation and Extreme Weather in the Small-Scale Fisheries of Dominica",TRUE,"Climate Change Adaptation and Extreme Weather in the Small-Scale Fisheries of Dominica"
"ref_144",95440413,"Local perceptions of environmental changes in fishing communities of southwest Madagascar",TRUE,"Local perceptions of environmental changes in fishing communities of southwest Madagascar"
"ref_145",95440414,"Alaskan wild food harvester information needs and climate adaptation strategies",FALSE,"Alaskan wild food harvester information needs and climate adaptation strategies"
"ref_146",95440415,"Climate change perception of the dive tourism industry in Koh Tao island, Thailand",FALSE,"Climate change perception of the dive tourism industry in Koh Tao island, Thailand"
